system:index,estado_code,estado_name,month,poblacion_afectada,year,.geo
6_00020000000000000099,2029,Baja California,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0002000000000000009a,2030,Baja California Sur,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0002000000000000009b,2031,Campeche,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0002000000000000009c,2032,Chiapas,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0002000000000000009d,2033,Chihuahua,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0002000000000000009e,2034,Coahuila,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0002000000000000009f,2035,Colima,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000a0,2036,Distrito Federal,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000a1,2037,Durango,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000a2,2038,Guanajuato,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000a3,2039,Guerrero,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000a4,2040,Hidalgo,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000a5,2041,Jalisco,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000a6,2042,Mexico,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000a7,2043,Michoacan,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000a8,2044,Morelos,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000a9,2045,Nayarit,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000aa,2046,Nuevo Leon,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000ab,2047,Oaxaca,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000ac,2048,Puebla,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000ad,2049,Queretaro,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000ae,2051,San Luis Potosi,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000af,2053,Sonora,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000b0,2054,Tabasco,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000b1,2055,Tamaulipas,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000b2,2056,Tlaxcala,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000b3,2057,Veracruz,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000b4,2058,Yucatan,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000200000000000000b5,2059,Zacatecas,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000300000000000001b8,2050,Quintana Roo,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000300000000000001b9,2052,Sinaloa,7.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00020000000000000098,2028,Aguascalientes,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00020000000000000099,2029,Baja California,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0002000000000000009a,2030,Baja California Sur,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0002000000000000009b,2031,Campeche,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0002000000000000009c,2032,Chiapas,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0002000000000000009d,2033,Chihuahua,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0002000000000000009e,2034,Coahuila,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0002000000000000009f,2035,Colima,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000a0,2036,Distrito Federal,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000a1,2037,Durango,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000a2,2038,Guanajuato,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000a3,2039,Guerrero,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000a4,2040,Hidalgo,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000a5,2041,Jalisco,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000a6,2042,Mexico,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000a7,2043,Michoacan,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000a8,2044,Morelos,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000a9,2045,Nayarit,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000aa,2046,Nuevo Leon,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000ab,2047,Oaxaca,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000ac,2048,Puebla,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000ad,2049,Queretaro,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000ae,2051,San Luis Potosi,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000af,2053,Sonora,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000b0,2054,Tabasco,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000b1,2055,Tamaulipas,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000b2,2056,Tlaxcala,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000b3,2057,Veracruz,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000b4,2058,Yucatan,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000200000000000000b5,2059,Zacatecas,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000300000000000001b8,2050,Quintana Roo,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000300000000000001b9,2052,Sinaloa,8.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00020000000000000098,2028,Aguascalientes,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00020000000000000099,2029,Baja California,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0002000000000000009a,2030,Baja California Sur,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0002000000000000009b,2031,Campeche,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0002000000000000009c,2032,Chiapas,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0002000000000000009d,2033,Chihuahua,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0002000000000000009e,2034,Coahuila,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0002000000000000009f,2035,Colima,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000a0,2036,Distrito Federal,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000a1,2037,Durango,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000a2,2038,Guanajuato,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000a3,2039,Guerrero,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000a4,2040,Hidalgo,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000a5,2041,Jalisco,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000a6,2042,Mexico,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000a7,2043,Michoacan,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000a8,2044,Morelos,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000a9,2045,Nayarit,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000aa,2046,Nuevo Leon,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000ab,2047,Oaxaca,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000ac,2048,Puebla,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000ad,2049,Queretaro,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000ae,2051,San Luis Potosi,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000af,2053,Sonora,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000b0,2054,Tabasco,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000b1,2055,Tamaulipas,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000b2,2056,Tlaxcala,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000b3,2057,Veracruz,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000b4,2058,Yucatan,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000200000000000000b5,2059,Zacatecas,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000300000000000001b8,2050,Quintana Roo,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000300000000000001b9,2052,Sinaloa,9.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00020000000000000098,2028,Aguascalientes,10.0,22.00154019572279,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00020000000000000099,2029,Baja California,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0002000000000000009a,2030,Baja California Sur,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0002000000000000009b,2031,Campeche,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0002000000000000009c,2032,Chiapas,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0002000000000000009d,2033,Chihuahua,10.0,11.616068631738017,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0002000000000000009e,2034,Coahuila,10.0,0.9999697213332772,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0002000000000000009f,2035,Colima,10.0,113.74094478496914,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000a0,2036,Distrito Federal,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000a1,2037,Durango,10.0,99.57555184498514,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000a2,2038,Guanajuato,10.0,174.51729108286548,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000a3,2039,Guerrero,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000a4,2040,Hidalgo,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000a5,2041,Jalisco,10.0,259.9168811794099,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000a6,2042,Mexico,10.0,119.6116260997951,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000a7,2043,Michoacan,10.0,139.75002094336773,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000a8,2044,Morelos,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000a9,2045,Nayarit,10.0,138.59414990360688,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000aa,2046,Nuevo Leon,10.0,0.13811914717007312,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000ab,2047,Oaxaca,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000ac,2048,Puebla,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000ad,2049,Queretaro,10.0,3.7273402214050293,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000ae,2051,San Luis Potosi,10.0,0.020229355432093143,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000af,2053,Sonora,10.0,1.3778693967021765,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000b0,2054,Tabasco,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000b1,2055,Tamaulipas,10.0,1.6089687376125963,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000b2,2056,Tlaxcala,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000b3,2057,Veracruz,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000b4,2058,Yucatan,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000200000000000000b5,2059,Zacatecas,10.0,53.23066067489905,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000300000000000001b8,2050,Quintana Roo,10.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000300000000000001b9,2052,Sinaloa,10.0,355.37436820446703,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00020000000000000098,2028,Aguascalientes,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00020000000000000099,2029,Baja California,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0002000000000000009a,2030,Baja California Sur,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0002000000000000009b,2031,Campeche,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0002000000000000009c,2032,Chiapas,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0002000000000000009d,2033,Chihuahua,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0002000000000000009e,2034,Coahuila,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0002000000000000009f,2035,Colima,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000a0,2036,Distrito Federal,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000a1,2037,Durango,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000a2,2038,Guanajuato,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000a3,2039,Guerrero,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000a4,2040,Hidalgo,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000a5,2041,Jalisco,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000a6,2042,Mexico,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000a7,2043,Michoacan,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000a8,2044,Morelos,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000a9,2045,Nayarit,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000aa,2046,Nuevo Leon,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000ab,2047,Oaxaca,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000ac,2048,Puebla,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000ad,2049,Queretaro,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000ae,2051,San Luis Potosi,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000af,2053,Sonora,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000b0,2054,Tabasco,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000b1,2055,Tamaulipas,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000b2,2056,Tlaxcala,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000b3,2057,Veracruz,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000b4,2058,Yucatan,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000200000000000000b5,2059,Zacatecas,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000001b8,2050,Quintana Roo,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000001b9,2052,Sinaloa,11.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00020000000000000098,2028,Aguascalientes,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00020000000000000099,2029,Baja California,12.0,15.084730968141248,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0002000000000000009a,2030,Baja California Sur,12.0,39.38622749098566,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0002000000000000009b,2031,Campeche,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0002000000000000009c,2032,Chiapas,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0002000000000000009d,2033,Chihuahua,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0002000000000000009e,2034,Coahuila,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0002000000000000009f,2035,Colima,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000a0,2036,Distrito Federal,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000a1,2037,Durango,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000a2,2038,Guanajuato,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000a3,2039,Guerrero,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000a4,2040,Hidalgo,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000a5,2041,Jalisco,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000a6,2042,Mexico,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000a7,2043,Michoacan,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000a8,2044,Morelos,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000a9,2045,Nayarit,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000aa,2046,Nuevo Leon,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000ab,2047,Oaxaca,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000ac,2048,Puebla,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000ad,2049,Queretaro,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000ae,2051,San Luis Potosi,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000af,2053,Sonora,12.0,2.6497797465280576E-5,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000b0,2054,Tabasco,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000b1,2055,Tamaulipas,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000b2,2056,Tlaxcala,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000b3,2057,Veracruz,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000b4,2058,Yucatan,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000200000000000000b5,2059,Zacatecas,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000001b8,2050,Quintana Roo,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000001b9,2052,Sinaloa,12.0,0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
